area_type,availability,location,BHK,society,total_sqft,bath,balcony,price,latitude,longitude,price_per_sqft,dist_to_center_km,location_encoded
Super built-up  Area,Ready To Move,thanisandra,3.0,MenueNo,1430.0,2,2,54.11,13.054713,77.6339258,3783.916083916084,9.289278965405718,730
Super built-up  Area,Ready To Move,doddathoguru,1.0,Prestige Shantiniketan,750.0,1,1,25.5,12.8505644,77.6466948,3400.0,14.685650745790339,237
Plot  Area,18-Jun,channasandra,3.0,Prestige Shantiniketan,1200.0,3,1,67.77,12.9873426,77.7538033,5647.5,16.374137123693465,179
Super built-up  Area,Ready To Move,electronic city,3.0,GMown E,1500.0,2,1,78.0,12.8487599,77.648253,5200.0,14.929279660467824,254
Super built-up  Area,Ready To Move,ambalipura,2.0,Prestige Shantiniketan,1230.0,2,2,66.25,12.9173303,77.667161,5386.178861788618,9.517197358099832,55
Super built-up  Area,Ready To Move,marathahalli,1.0,Asintas,780.0,1,1,55.0,12.9552572,77.6984163,7051.282051282052,10.579390364599004,513
Built-up  Area,Ready To Move,bannerghatta road,2.0,PrliaRe,1220.0,2,1,80.0,12.93345,77.6008357,6557.377049180328,4.748034896708208,113
Super built-up  Area,Ready To Move,kanakpura road,2.0,Shine S,1110.0,2,2,43.0,12.8857667,77.5527529,3873.873873873874,11.419297796997913,422
Plot  Area,Ready To Move,hosakerehalli,9.0,Prestige Shantiniketan,1380.0,9,0,150.0,12.9301881,77.5378332,10869.565217391304,8.745472700081077,346
Super built-up  Area,Ready To Move,akshaya nagar,3.0,Prestige Shantiniketan,1690.0,3,2,85.0,13.0195427,77.6831272,5029.585798816568,9.893619787864791,49
Super built-up  Area,Ready To Move,bannerghatta road,2.0,PrarePa,1130.0,2,2,78.0,12.93345,77.6008357,6902.654867256637,4.748034896708208,113
Super built-up  Area,20-Dec,electronic city,2.0,KonteiT,1213.0,2,1,59.32,12.8487599,77.648253,4890.35449299258,14.929279660467824,254
Super built-up  Area,Ready To Move,kengeri,2.0,BDlexHo,900.0,2,2,45.0,12.9176571,77.4837568,5000.0,14.503311175021313,440
Super built-up  Area,Ready To Move,panathur,2.0,Prcesvy,1199.0,2,1,85.0,12.9351457,77.7047541,7089.241034195163,11.912546584670611,580
Plot  Area,Ready To Move,nandi hills,4.0,Prestige Shantiniketan,5000.0,4,2,290.0,13.5221981,77.6790109,5800.0,60.948973398541796,545
Super built-up  Area,20-Dec,uttarahalli,1.0,PrdgeLa,661.0,1,1,36.0,12.9055682,77.5455438,5446.293494704993,10.025399826859365,748
Super built-up  Area,Ready To Move,marathahalli,3.0,Asintas,1710.0,3,2,100.0,12.9552572,77.6984163,5847.953216374269,10.579390364599004,513
Built-up  Area,Ready To Move,kengeri satellite town,2.0,Malowr ,1030.0,2,2,50.0,12.9229728,77.4842926,4854.368932038835,14.196935557410693,441
Super built-up  Area,Ready To Move,choodasandra,3.0,GRhtiru,1220.0,3,2,56.0,12.8883623,77.6799727,4590.163934426229,12.801093274733903,196
Super built-up  Area,Ready To Move,marathahalli,3.0,Prestige Shantiniketan,1530.0,3,2,73.5,12.9552572,77.6984163,4803.921568627451,10.579390364599004,513
Plot  Area,18-Apr,ramamurthy nagar,2.0,Prestige Shantiniketan,1200.0,2,1,78.0,13.0120218,77.6777817,6500.0,8.99495375171863,622
Super built-up  Area,Ready To Move,rajarajeshwari nagar,3.0,Prestige Shantiniketan,2000.0,3,2,85.0,12.9274413,77.5155224,4250.0,10.951261343817006,614
Carpet  Area,Ready To Move,nagarbhavi,1.0,Prestige Shantiniketan,300.0,1,1,20.0,12.9651215,77.5090098,6666.666666666667,10.304724204350308,536
Super built-up  Area,Ready To Move,green glen layout,3.0,Soweray,1751.0,2,1,115.0,12.9269039,77.6701877,6567.6756139348945,9.08499195850775,293
Super built-up  Area,Ready To Move,panathur,2.0,Saarep ,1255.0,2,2,79.0,12.9351457,77.7047541,6294.820717131474,11.912546584670611,580
Super built-up  Area,20-Nov,whitefield,3.0,PritaDo,1778.0,3,2,122.0,12.9963995,77.7614229,6861.6422947131605,17.298373199811177,792
Super built-up  Area,Ready To Move,ashirvad colony,2.0,Swhtsna,1100.0,2,1,45.0,12.9398513,77.5740326,4090.909090909091,5.132647267198998,76
Super built-up  Area,Ready To Move,hennur road,2.0,Eltert ,1480.0,2,2,65.0,13.033236,77.6314559,4391.891891891892,7.000368584465666,330
Super built-up  Area,17-Jul,marathahalli,2.0,Prionad,1358.0,2,1,81.0,12.9552572,77.6984163,5964.653902798233,10.579390364599004,513
Built-up  Area,Ready To Move,electronics city phase 1,1.0,PaownNe,580.0,1,1,27.0,12.8401734,77.6595099,4655.172413793103,16.24822297994129,257
Super built-up  Area,18-May,choodasandra,2.0,Emhtsl ,1197.0,2,1,63.0,12.8883623,77.6799727,5263.1578947368425,12.801093274733903,196
Super built-up  Area,Ready To Move,lingadheeranahalli,3.0,Soiewre,1705.0,3,1,110.0,13.0026688,77.4915418,6451.612903225807,12.470574404130064,487
Built-up  Area,18-Aug,electronic city phase ii,3.0,Sryalan,1310.0,2,1,37.83,12.8463512,77.6690975,2887.7862595419847,16.05187259186422,256
Super built-up  Area,21-Jul,hoodi,2.0,GoAirej,1132.0,2,0,67.9,12.9959233,77.7192796,5998.233215547704,12.76862302899515,339
Built-up  Area,Ready To Move,peenya,2.0,Prestige Shantiniketan,814.0,2,1,55.0,13.0329814,77.5331801,6756.756756756757,9.858244007806837,587
Super built-up  Area,Ready To Move,electronic city,3.0,Goty  E,1575.0,3,2,90.0,12.8487599,77.648253,5714.285714285715,14.929279660467824,254
Super built-up  Area,Ready To Move,pattandur agrahara,2.0,MaidoPl,1302.0,2,1,66.0,12.9876393,77.7377718,5069.124423963133,14.643026909017697,585
Plot  Area,Ready To Move,sultan palaya,6.0,Prestige Shantiniketan,1800.0,8,1,175.0,12.9335261,77.6152234,9722.222222222223,4.905747051326742,709
Super built-up  Area,18-Jan,hegde nagar,3.0,SoisoCa,2006.8,4,2,196.0,13.0720352,77.6333905,9766.792904125972,11.082806036832888,324
Built-up  Area,Ready To Move,saptagiri layout,2.0,Prestige Shantiniketan,1100.0,2,2,44.0,12.8455416,77.6468029,4000.0,15.216667894174869,649
Super built-up  Area,Ready To Move,doddabanahalli,2.0,Prestige Shantiniketan,830.0,2,2,37.0,13.0156059,77.744183,4457.831325301205,15.890455911160801,229
Built-up  Area,Ready To Move,electronic city,1.0,GMown E,435.0,1,1,19.5,12.8487599,77.648253,4482.758620689655,14.929279660467824,254
Super built-up  Area,Ready To Move,mathikere,3.0,Dovel M,1590.0,3,0,120.0,13.0333587,77.5581786,7547.169811320755,7.987913602456988,520
Built-up  Area,18-Aug,electronic city phase ii,2.0,Sryalan,1140.0,2,1,33.06,12.8463512,77.6690975,2900.0,16.05187259186422,256
Super built-up  Area,Ready To Move,kasavanhalli,2.0,Srire S,1090.0,2,2,59.8,12.9047595,77.6759172,5486.238532110092,11.168251456256096,427
Super built-up  Area,Ready To Move,thanisandra,3.0,R ra  R,1922.0,3,3,106.0,13.054713,77.6339258,5515.088449531738,9.289278965405718,730
Super built-up  Area,Ready To Move,thanisandra,2.0,Bhmesy ,965.0,2,1,67.0,13.054713,77.6339258,6943.00518134715,9.289278965405718,730
Super built-up  Area,Ready To Move,mysore road,2.0,Prestige Shantiniketan,883.0,2,1,40.95,12.9467026,77.5300705,4637.5990939977355,8.593750582099863,533
Super built-up  Area,Ready To Move,8th phase jp nagar,2.0,MBodsen,1062.0,2,1,42.47,12.9104194,77.5952151,3999.0583804143125,7.34097991774864,36
Super built-up  Area,Ready To Move,babusapalaya,3.0,ARngsd ,1358.0,2,1,43.1,13.0283523,77.650469,3173.784977908689,7.703606677292561,89
Super built-up  Area,22-Jun,hoodi,2.0,GoAirej,1108.0,2,1,87.0,12.9959233,77.7192796,7851.985559566787,12.76862302899515,339
Super built-up  Area,17-Jun,harlur,2.0,Prncyrn,1197.0,2,1,79.0,12.9144629,77.6636976,6599.832915622389,9.473654657559626,318
Super built-up  Area,19-Jul,sarjapur  road,2.0,Frhtsr ,1190.0,2,1,50.0,12.9239942,77.6530304,4201.680672268908,7.912154314694237,653
Super built-up  Area,Ready To Move,dairy circle,4.0,Soeurri,3754.0,6,2,430.0,12.93989,77.6023325,11454.448588172616,4.02941073485545,209
Super built-up  Area,21-Jun,vijayanagar,3.0,Saityat,1749.0,3,1,117.0,12.9709537,77.5373851,6689.536878216123,7.175932755917324,776
Super built-up  Area,18-Aug,kasavanhalli,3.0,Prestige Shantiniketan,1691.0,3,2,104.0,12.9047595,77.6759172,6150.206978119456,11.168251456256096,427
Built-up  Area,Ready To Move,electronic city,3.0,Goty  E,1449.0,3,2,100.0,12.8487599,77.648253,6901.311249137336,14.929279660467824,254
Built-up  Area,Ready To Move,whitefield,2.0,Vastael,1400.0,2,1,80.0,12.9963995,77.7614229,5714.285714285715,17.298373199811177,792
Super built-up  Area,18-Dec,electronic city,3.0,Prestige Shantiniketan,1310.0,2,1,37.83,12.8487599,77.648253,2887.7862595419847,14.929279660467824,254
Super built-up  Area,Ready To Move,green glen layout,3.0,Soionar,1750.0,3,2,130.0,12.9269039,77.6701877,7428.571428571428,9.08499195850775,293
Super built-up  Area,Ready To Move,7th phase jp nagar,3.0,BriumMi,1450.0,3,2,100.0,12.9119693,77.5882043,6896.551724137931,7.302975983380769,33
Super built-up  Area,Ready To Move,haralur road,3.0,SNnia E,1810.0,3,2,126.0,12.9018012,77.6641767,6961.325966850829,10.562380269703612,315
Super built-up  Area,Ready To Move,vittasandra,2.0,Prlla C,1246.0,2,1,62.3,12.8533901,77.6383481,5000.0,14.119428216433985,787
Super built-up  Area,Ready To Move,brookefield,3.0,Baentgi,1420.0,3,2,85.0,12.9652094,77.717936,5985.915492957746,12.498084782248844,157
Super built-up  Area,21-Dec,old airport road,4.0,Jaades ,2658.0,5,3,187.0,12.9581936,77.6671175,7035.364936042137,7.208056708047801,569
Super built-up  Area,18-Oct,6th block koramangala,3.0,Prestige Shantiniketan,1450.0,2,3,89.6,12.9390255,77.6238477,6179.310344827586,4.68779071151205,29
Built-up  Area,Ready To Move,outer ring road east,2.0,Hoens T,1367.0,2,2,62.0,12.9244856,77.6701609,4535.479151426482,9.246132540140897,573
Super built-up  Area,Ready To Move,begur road,2.0,Dhalsh ,1160.0,2,2,42.0,12.9068424,77.6283318,3620.689655172414,8.150033758680694,126
Super built-up  Area,Ready To Move,kadugodi,3.0,KMnorab,1711.0,3,3,75.0,12.9957428,77.7579489,4383.4015195791935,16.91530285154392,401
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,GrrvaGr,1120.0,2,2,37.97,12.932582,77.5162034,3390.1785714285716,10.616098723136094,607
Super built-up  Area,Ready To Move,kaggalipura,2.0,Baowsig,950.0,2,1,47.0,12.855621,77.7246606,4947.368421052632,18.75352739393563,404
Built-up  Area,Ready To Move,basavangudi,2.0,Asncyes,1560.0,2,2,145.0,12.9421868,77.5742576,9294.871794871795,4.91656003830722,119
Super built-up  Area,18-Aug,kanakpura road,2.0,Prestige Shantiniketan,1225.0,2,2,60.0,12.8857667,77.5527529,4897.959183673469,11.419297796997913,422
Plot  Area,Ready To Move,tc palaya,3.0,Prestige Shantiniketan,1200.0,2,0,66.0,13.0106104,77.6932665,5500.0,10.47236211965809,725
Super built-up  Area,Ready To Move,sarjapur  road,3.0,Adeatlm,1846.0,3,3,145.0,12.9239942,77.6530304,7854.821235102925,7.912154314694237,653
Super built-up  Area,Ready To Move,dodda nekkundi,2.0,Prestige Shantiniketan,1155.0,2,1,46.0,12.9686859,77.6966093,3982.683982683983,10.158733786599168,227
Super built-up  Area,17-Jun,balagere,2.0,Soresea,1205.0,2,1,70.0,12.9377243,77.7280705,5809.128630705394,14.194744165569649,93
Super built-up  Area,Ready To Move,thanisandra,2.0,SLaceda,1140.0,2,1,36.0,13.054713,77.6339258,3157.8947368421054,9.289278965405718,730
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,GrrvaGr,1140.0,2,2,38.65,12.932582,77.5162034,3390.3508771929824,10.616098723136094,607
Super built-up  Area,Ready To Move,jalahalli east,3.0,ShshaSa,1300.0,2,1,63.0,13.0578317,77.5462216,4846.153846153846,10.940564867041132,377
Super built-up  Area,Ready To Move,bellandur,2.0,Soodsa ,1051.0,2,2,60.0,12.9361208,77.6671843,5708.848715509039,8.234473398613268,131
Super built-up  Area,Ready To Move,uttarahalli,2.0,Prestige Shantiniketan,1134.0,2,1,45.36,12.9055682,77.5455438,4000.0,10.025399826859365,748
Super built-up  Area,Ready To Move,kodihalli,3.0,Soianal,2500.0,4,1,260.0,12.9624481,77.6463772,10400.0,4.918607450181211,450
Built-up  Area,Ready To Move,basavanapura,2.0,Dwity T,1135.0,2,2,32.91,13.0169075,77.7207063,2899.5594713656383,13.506006474416129,118
Built-up  Area,Ready To Move,"whitefield,",3.0,Prestige Shantiniketan,1745.0,3,2,77.0,12.9963995,77.7614229,4412.607449856733,17.298373199811177,793
Super built-up  Area,Ready To Move,kempegowda nagar,3.0,Srowsrj,1665.0,3,2,105.0,13.0024805,77.5259388,6306.306306306306,8.878576174157777,438
Super built-up  Area,21-Feb,kanakpura road,3.0,Prestige Shantiniketan,1868.0,3,2,113.0,12.8857667,77.5527529,6049.250535331906,11.419297796997913,422
Built-up  Area,Ready To Move,anandapura,3.0,Prestige Shantiniketan,640.0,3,0,45.0,13.0239276,77.6923621,7031.25,11.005220489750155,63
Super built-up  Area,Ready To Move,ambalipura,2.0,SJodsed,1351.0,2,1,77.0,12.9173303,77.667161,5699.481865284974,9.517197358099832,55
Super built-up  Area,21-Dec,hebbal,3.0,Oztarol,1636.0,3,1,119.0,13.0382184,77.5919,7273.838630806846,6.960805553280324,322
Super built-up  Area,Ready To Move,haralur road,2.0,NRowse ,1464.0,2,2,56.0,12.9018012,77.6641767,3825.136612021858,10.562380269703612,315
Built-up  Area,Ready To Move,attibele,1.0,Jae 1hu,418.0,1,1,12.0,12.7751249,77.7709216,2870.813397129187,28.745847438159416,81
Built-up  Area,Ready To Move,kanakpura road,2.0,PuandHi,1339.0,2,2,62.0,12.8857667,77.5527529,4630.321135175504,11.419297796997913,422
Super built-up  Area,18-Jul,bannerghatta,3.0,Mamespa,2370.0,4,2,195.0,12.9444156,77.6027661,8227.848101265823,3.5278515862917637,112
Super built-up  Area,Ready To Move,rachenahalli,3.0,Sovar S,1530.0,2,2,74.5,13.0588586,77.6232576,4869.281045751634,9.386585596000723,601
Super built-up  Area,Ready To Move,mallathahalli,2.0,DSvil S,1100.0,2,1,46.0,12.9623214,77.5057232,4181.818181818182,10.699245698487992,499
Super built-up  Area,Ready To Move,7th phase jp nagar,3.0,Prestige Shantiniketan,1350.0,3,2,58.0,12.9119693,77.5882043,4296.2962962962965,7.302975983380769,33
Super built-up  Area,Ready To Move,marathahalli,2.0,Srers T,1290.0,2,2,52.0,12.9552572,77.6984163,4031.0077519379847,10.579390364599004,513
Built-up  Area,18-Dec,bommasandra industrial area,3.0,Prestige Shantiniketan,1220.0,2,1,35.23,12.8139889,77.6952231,2887.7049180327863,20.541706460989023,152
Super built-up  Area,Ready To Move,sarjapur  road,3.0,SollaMa,1846.0,3,2,155.0,12.9239942,77.6530304,8396.533044420368,7.912154314694237,653
Super built-up  Area,Ready To Move,hegde nagar,3.0,SoitaCa,1847.0,3,2,135.0,13.0720352,77.6333905,7309.1499729290745,11.082806036832888,324
Plot  Area,Ready To Move,whitefield,4.0,Adowslm,3100.0,4,2,350.0,12.9963995,77.7614229,11290.322580645161,17.298373199811177,792
Super built-up  Area,22-Jun,hoodi,2.0,GoAirej,1430.0,2,2,110.0,12.9959233,77.7192796,7692.307692307692,12.76862302899515,339
Super built-up  Area,19-Dec,old madras road,2.0,SheldGr,935.0,2,1,45.0,12.9835502,77.6390093,4812.834224598931,3.9563843527797897,570
Plot  Area,Ready To Move,attibele,3.0,Prestige Shantiniketan,1350.0,3,1,85.0,12.7751249,77.7709216,6296.2962962962965,28.745847438159416,81
Built-up  Area,Ready To Move,kammanahalli,3.0,Prestige Shantiniketan,540.0,3,1,60.0,13.0148544,77.6382029,11111.111111111111,5.703532447253068,415
Super built-up  Area,18-Sep,hennur road,3.0,Shxorm ,1590.0,3,2,96.5,13.033236,77.6314559,6069.182389937107,7.000368584465666,330
Built-up  Area,18-Apr,peenya,3.0,Prestige Shantiniketan,1286.0,3,1,67.0,13.0329814,77.5331801,5209.9533437014,9.858244007806837,587
Built-up  Area,Ready To Move,samethanahalli,2.0,Prestige Shantiniketan,1141.0,2,2,40.0,12.979363,77.7907328,3505.6967572304998,20.33822747549134,644
Super built-up  Area,Ready To Move,shivaji nagar,2.0,Prestige Shantiniketan,1554.0,3,3,130.0,12.9827691,77.608078,8365.508365508365,0.8836946950551481,680
Super built-up  Area,Ready To Move,harlur,3.0,Prestige Shantiniketan,1749.0,3,2,112.0,12.9144629,77.6636976,6403.659233847913,9.473654657559626,318
Plot  Area,Ready To Move,bommenahalli,4.0,Prana S,1632.0,3,1,128.0,13.0742536,77.7465943,7843.137254901961,18.948330100953367,153
Super built-up  Area,Ready To Move,ramamurthy nagar,3.0,ItRRVna,1000.0,2,1,41.0,13.0120218,77.6777817,4100.0,8.99495375171863,622
Super built-up  Area,18-Mar,haralur road,3.0,SNnia E,1520.0,2,2,96.0,12.9018012,77.6641767,6315.789473684211,10.562380269703612,315
Built-up  Area,Ready To Move,gubbalala,3.0,Names H,1539.0,2,2,52.36,12.8856635,77.5416809,3402.2092267706303,12.052101685483189,296
Super built-up  Area,Ready To Move,sector 7 hsr layout,2.0,Saitya ,1342.0,2,2,115.0,12.9100092,77.6351171,8569.29955290611,8.105760244090378,661
Super built-up  Area,Ready To Move,hbr layout,2.0,Feissx ,1004.0,2,1,49.0,13.031992,77.6280789,4880.478087649402,6.722100468527225,321
Super built-up  Area,Ready To Move,ramagondanahalli,2.0,SVodsve,1295.0,2,2,95.0,12.9558969,77.7405826,7335.907335907336,15.065144995727481,620
Super built-up  Area,17-Oct,thanisandra,2.0,Bhmesy ,1098.0,2,1,74.0,13.054713,77.6339258,6739.526411657559,9.289278965405718,730
Super built-up  Area,Ready To Move,kothanur,2.0,Prestige Shantiniketan,1070.0,2,1,45.5,13.0613601,77.6493895,4252.336448598131,10.655945836094778,459
Super built-up  Area,Ready To Move,hosa road,2.0,Prestige Shantiniketan,1016.0,2,2,40.0,12.8816077,77.6448181,3937.0078740157483,11.403534472892673,344
Built-up  Area,Ready To Move,bellandur,3.0,Srthaa ,1450.0,3,1,68.0,12.9361208,77.6671843,4689.6551724137935,8.234473398613268,131
Super built-up  Area,18-Apr,yelahanka,1.0,Prensya,654.0,1,1,37.0,13.1006982,77.5963454,5657.492354740061,13.782932785971552,799
Super built-up  Area,18-Aug,yelachenahalli,2.0,Prestige Shantiniketan,1080.0,2,2,38.0,12.897971,77.5700846,3518.5185185185187,9.3852132406397,798
Super built-up  Area,21-Jun,vijayanagar,2.0,Saahaat,1046.0,2,1,75.0,12.9709537,77.5373851,7170.172084130019,7.175932755917324,776
Super built-up  Area,Ready To Move,domlur,3.0,Saiewas,1950.0,3,3,165.0,12.9624669,77.6381958,8461.538461538461,4.083717369976185,242
Super built-up  Area,18-May,ramagondanahalli,2.0,ViistLa,1151.0,2,2,50.5,12.9558969,77.7405826,4387.489139878367,15.065144995727481,620
Super built-up  Area,Ready To Move,electronic city,2.0,PaanaCh,1125.0,2,1,58.0,12.8487599,77.648253,5155.555555555556,14.929279660467824,254
Super built-up  Area,18-Mar,kammasandra,2.0,Prestige Shantiniketan,992.0,2,2,25.79,12.8607619,77.7415192,2599.798387096774,19.706975429997165,416
Super built-up  Area,Ready To Move,1st block jayanagar,2.0,Prestige Shantiniketan,1000.0,3,2,60.0,12.9418488,77.5868976,6000.0,4.206382973019298,3
Super built-up  Area,Ready To Move,bommanahalli,3.0,AxinoCi,1850.0,3,2,90.0,12.9089453,77.6239038,4864.864864864865,7.779621744788584,150
Super built-up  Area,Ready To Move,harlur,2.0,Prncyrn,1174.0,2,1,75.0,12.9144629,77.6636976,6388.415672913117,9.473654657559626,318
Super built-up  Area,Ready To Move,sultan palaya,2.0,Prestige Shantiniketan,1100.0,2,1,45.0,12.9335261,77.6152234,4090.909090909091,4.905747051326742,709
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,Prestige Shantiniketan,1095.0,2,1,38.33,12.932582,77.5162034,3500.4566210045664,10.616098723136094,607
Super built-up  Area,20-Dec,banashankari,3.0,Prestige Shantiniketan,3580.0,3,1,411.0,12.9278196,77.556621,11480.446927374302,7.376955548105596,97
Super built-up  Area,Ready To Move,uttarahalli,3.0,Prestige Shantiniketan,1350.0,2,3,47.24,12.9055682,77.5455438,3499.259259259259,10.025399826859365,748
Super built-up  Area,17-Dec,kadugodi,2.0,Alestrb,1314.0,2,2,78.0,12.9957428,77.7579489,5936.07305936073,16.91530285154392,401
Super built-up  Area,18-May,maithri layout,2.0,Prestige Shantiniketan,1290.0,2,3,40.63,12.9848621,77.7559192,3149.6124031007757,16.58521424389058,496
Super built-up  Area,Ready To Move,kaggadasapura,2.0,WishiVa,1010.0,2,2,55.0,12.9846713,77.6790908,5445.544554455446,8.274777670411835,403
Built-up  Area,Ready To Move,shivaji nagar,2.0,Prestige Shantiniketan,2200.0,2,0,110.0,12.9827691,77.608078,5000.0,0.8836946950551481,680
Built-up  Area,Ready To Move,"sarjapur road,",3.0,Prestige Shantiniketan,1636.0,3,2,97.0,12.9239942,77.6530304,5929.095354523228,7.912154314694237,654
Super built-up  Area,18-Jul,9th phase jp nagar,2.0,Prestige Shantiniketan,1050.0,2,2,39.0,12.9102725,77.5904548,3714.285714285714,7.436414295981185,37
Super built-up  Area,18-Aug,haralur road,3.0,SNnia E,1520.0,2,2,125.0,12.9018012,77.6641767,8223.684210526315,10.562380269703612,315
Super built-up  Area,20-Aug,sarjapur  road,2.0,Ahciace,1067.0,2,1,60.0,12.9239942,77.6530304,5623.242736644798,7.912154314694237,653
Built-up  Area,Ready To Move,nri layout,2.0,Prestige Shantiniketan,1060.0,2,2,35.0,12.9666282,77.7110536,3301.8867924528304,11.739819509685725,563
Super built-up  Area,18-Mar,bommasandra,2.0,SSestth,955.0,2,1,35.28,13.0544346,77.5593269,3694.240837696335,9.872898113180478,151
Super built-up  Area,Ready To Move,thigalarapalya,2.0,Prtanha,1418.0,2,2,104.0,13.0170955,77.4829741,7334.273624823695,13.811887290463075,733
Built-up  Area,Ready To Move,anekal,2.0,Prestige Shantiniketan,700.0,1,0,19.4,12.7836552,77.7461411,2771.428571428571,26.35465080365035,66
Super built-up  Area,18-Dec,kanakpura road,2.0,PrityFa,1366.0,2,1,83.0,12.8857667,77.5527529,6076.134699853587,11.419297796997913,422
Built-up  Area,Ready To Move,electronic city,2.0,PronsEn,1090.0,2,2,35.03,12.8487599,77.648253,3213.761467889908,14.929279660467824,254
Built-up  Area,Ready To Move,jigani,3.0,DLhtsan,1250.0,3,2,58.0,12.7756195,77.6324661,4640.0,22.42572754855413,386
Super built-up  Area,21-Aug,electronics city phase 1,2.0,Prestige Shantiniketan,950.0,2,1,33.0,12.8401734,77.6595099,3473.684210526316,16.24822297994129,257
Super built-up  Area,Ready To Move,yelahanka,2.0,Prestige Shantiniketan,1250.0,2,2,40.0,13.1006982,77.5963454,3200.0,13.782932785971552,799
Built-up  Area,18-May,hennur road,3.0,Maity W,1445.0,2,1,105.0,13.033236,77.6314559,7266.435986159169,7.000368584465666,330
Super built-up  Area,Ready To Move,kundalahalli,3.0,Dieldli,1397.0,3,3,105.0,12.977594,77.7155586,7516.1059413027915,12.18031108137115,472
Super built-up  Area,19-Dec,vijayanagar,1.0,Saityat,606.0,1,1,40.0,12.9709537,77.5373851,6600.660066006601,7.175932755917324,776
Super built-up  Area,Ready To Move,devarachikkanahalli,2.0,Prestige Shantiniketan,1170.0,2,2,40.0,12.9020179,77.6015875,3418.803418803419,8.219927214721027,221
Super built-up  Area,Ready To Move,marathahalli,2.0,Dwterai,1205.0,2,1,75.0,12.9552572,77.6984163,6224.066390041494,10.579390364599004,513
Built-up  Area,Ready To Move,rajaji nagar,1.0,Prestige Shantiniketan,660.0,1,0,75.0,12.9945793,77.5503967,11363.636363636364,6.085371805987891,610
Super built-up  Area,Ready To Move,dommasandra,2.0,Prestige Shantiniketan,1153.0,2,2,43.5,12.8777098,77.7534769,3772.7666955767563,19.60979104650244,244
Plot  Area,Ready To Move,ombr layout,5.0,Prestige Shantiniketan,2400.0,5,3,275.0,13.0082113,77.652778,11458.333333333334,6.424675435327701,571
Super built-up  Area,18-May,old madras road,5.0,Brica E,4500.0,7,3,294.0,12.9835502,77.6390093,6533.333333333333,3.9563843527797897,570
Super built-up  Area,Ready To Move,vijayanagar,2.0,J isear,1200.0,2,2,62.0,12.9709537,77.5373851,5166.666666666667,7.175932755917324,776
Built-up  Area,Ready To Move,vignana nagar,3.0,Mallad ,1450.0,3,3,42.0,12.972608,77.6777313,2896.551724137931,8.085809211836231,772
Super built-up  Area,Ready To Move,budigere,2.0,PrityTr,1139.0,2,2,60.0,13.1351506,77.7471989,5267.778753292362,23.503772930554565,161
Super built-up  Area,Ready To Move,green glen layout,3.0,Soinequ,1530.0,3,2,105.0,12.9269039,77.6701877,6862.745098039216,9.08499195850775,293
Super built-up  Area,Ready To Move,electronic city,3.0,Goty  E,1575.0,3,3,101.0,12.8487599,77.648253,6412.6984126984125,14.929279660467824,254
Super built-up  Area,Ready To Move,whitefield,1.0,Pranthi,650.0,1,1,25.0,12.9963995,77.7614229,3846.153846153846,17.298373199811177,792
Super built-up  Area,Ready To Move,akshaya nagar,3.0,BMoldar,1700.0,3,1,80.0,13.0195427,77.6831272,4705.882352941177,9.893619787864791,49
Super built-up  Area,Ready To Move,varthur,2.0,Ikmesay,1090.0,2,2,48.0,12.9406508,77.746988,4403.6697247706425,16.081642884552437,754
Super built-up  Area,Ready To Move,akshaya nagar,3.0,Prestige Shantiniketan,1897.0,4,2,93.0,13.0195427,77.6831272,4902.477596204533,9.893619787864791,49
Plot  Area,18-Feb,nelamangala,3.0,V2gesre,1200.0,3,2,72.0,13.0979667,77.3945591,6000.0,26.340582364561932,556
Super built-up  Area,21-Dec,kanakpura road,2.0,PrarePa,700.0,2,1,40.0,12.8857667,77.5527529,5714.285714285715,11.419297796997913,422
Super built-up  Area,21-Dec,thanisandra,2.0,Bhe 2ko,1437.0,2,1,71.13,13.054713,77.6339258,4949.895615866389,9.289278965405718,730
Super built-up  Area,Ready To Move,ambedkar nagar,3.0,Prestige Shantiniketan,1856.0,3,1,120.0,12.9490851,77.6184873,6465.517241379311,3.4322317448813515,57
Plot  Area,Ready To Move,singanayakanahalli,3.0,Prestige Shantiniketan,1500.0,2,0,65.0,13.1478621,77.5693207,4333.333333333333,19.334563568843944,685
Super built-up  Area,18-Dec,hennur road,2.0,Koagati,1036.0,2,1,59.45,13.033236,77.6314559,5738.416988416989,7.000368584465666,330
Super built-up  Area,Ready To Move,mico layout,2.0,Inasy E,1125.0,2,2,40.0,12.9128289,77.6028358,3555.5555555555557,7.021989453165016,525
Super built-up  Area,18-Oct,uttarahalli,3.0,Prestige Shantiniketan,1320.0,2,3,55.44,12.9055682,77.5455438,4200.0,10.025399826859365,748
Super built-up  Area,Ready To Move,electronic city,2.0,Itelaa ,660.0,1,1,16.0,12.8487599,77.648253,2424.242424242424,14.929279660467824,254
Super built-up  Area,Ready To Move,marathahalli,3.0,Prestige Shantiniketan,1730.0,3,3,110.0,12.9552572,77.6984163,6358.381502890174,10.579390364599004,513
Plot  Area,Ready To Move,mahalakshmi puram,4.0,Prestige Shantiniketan,750.0,4,0,85.0,12.9587893,77.565249,11333.333333333334,4.560396344810616,494
